town,id,firm,retailer,fascia,store_name,add_one,add_two,locality,postcode,long_wgs,lat_wgs,bng_e,bng_n,pqi,open_date,close_date,size_band,size_sqft,size_sqm,rev,emp
London,1010007524,Costco,Costco,Costco,Costco Chingford,1 Shadbolt Avenue,Off Harbet Road,South Chingford,E4 8GP,-0.031683246,51.60921095,536394.04,191876.77,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",84291035.71,224
London,1010007526,Costco,Costco,Costco,Costco Croydon,Imperial Way,,Waddon,CR0 4RR,-0.117691018,51.35391793,531168.75,163330.58,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",84291035.71,224
London,1010007533,Costco,Costco,Costco,Costco Hayes,Western International Park,Hayes Road,North Hyde,UB2 5XX,-0.402695387,51.49699125,510977.26,178770.43,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",84291035.71,224
London,1010014094,Costco,Costco,Costco,Costco Wembley,30 Second Way,,Tokyngton,HA9 0YJ,-0.272270843,51.55624621,519874.8066,185565.5182,Rooftop geocoded by Geolytix,20160899,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",84291035.71,224
London,1010000869,Asda,Asda,Asda Living,Asda Living Tottenham,Unit 4 Tottenham Hale Retail Park,Broad Lane,Tottenham Hale,N15 4QD,-0.060961257,51.58722219,534431.71,189377.34,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",31355753.65,239
London,1010000913,Asda,Asda,Asda Supercentre,Asda Southgate Circus Supercentre,130 Chase Side,,Southgate,N14 5PW,-0.131291775,51.6343545,529425.65,194491.82,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000963,Asda,Asda,Asda Supermarket,Asda Mitcham Supermarket,St James Estate Bond Road,Mitcham,Mitcham,CR4 3EB,-0.16829079,51.40743839,527496.88,169192.95,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",31355753.65,239
London,1010000968,Asda,Asda,Asda Supermarket,Asda Bexleyheath Crook Log Supermarket,13-15 Crook Log,Bexleyheath,Bexleyheath,DA6 8EQ,0.130133391,51.45833044,548086.56,175413.04,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",31355753.65,239
London,1010000987,Asda,Asda,Asda Supermarket,Asda Walthamstow Supermarket,19 Selbourne Walk Shopping Centre,Walthamstow,Walthamstow,E17 7LS,-0.024518778,51.58293608,536969.07,188968.3,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",31355753.65,239
London,1010000988,Asda,Asda,Asda Supermarket,Asda Stamford Hill Supermarket,158 Clapton Common,Stamford Hill,Stamford Hill,E5 9AG,-0.071037681,51.57360689,533773.63,187844.8,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",31355753.65,239
London,1010000992,Asda,Asda,Asda Supermarket,Asda Ponders End Supermarket,67 High Street,Ponders End,Ponders End,EN3 4EF,-0.045908721,51.64151541,535313,195442.73,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",31355753.65,239
London,1010000997,Asda,Asda,Asda Supermarket,Asda South Harrow Supermarket,469-491 Northolt Road,South Harrow,South Harrow,HA2 8JN,-0.360880583,51.55776485,513728.37,185593.03,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",31355753.65,239
London,1010001008,Asda,Asda,Asda Supermarket,Asda Kingston On Thames Supermarket,142 London Road,Kingston Upon Thames,Norbiton,KT2 6QL,-0.290101279,51.41123105,519015.37,169410.03,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",31355753.65,239
London,1010001042,Asda,Asda,Asda Supermarket,Asda Tottenham High Road Supermarket,490 High Road,Tottenham,Bruce Grove,N17 9JF,-0.069119333,51.59366484,533847.65,190078.83,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",31355753.65,239
London,1010001084,Asda,Asda,Asda Supermarket,Asda Peckham Supermarket,Rye Lane,Peckham,Peckham Rye,SE15 4NB,-0.067399209,51.4675243,534337.32,176054.78,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",31355753.65,239
London,1010001112,Asda,Asda,Asda Supermarket,Asda Twickenham Supermarket,Ivy Bridge Retail Park,Twickenham,Isleworth,TW7 7DY,-0.331988378,51.45929095,515980.75,174687.4,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",31355753.65,239
London,1010012634,Asda,Asda,Asda Supermarket,Asda Deptford Supermarket,5-9 Deptford High Street,,New Cross,SE8 4AD,-0.026485864,51.47538526,537155.4,177004.72,Rooftop geocoded by Geolytix,20150702,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",31355753.65,239
London,1010012635,Asda,Asda,Asda Supermarket,Asda Wealdstone Supermarket,35-40 High Street,,Wealdstone,HA3 7AE,-0.335520456,51.5942349,515394.03,189688.47,Rooftop geocoded by Geolytix,20150799,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",31355753.65,239
London,1010013789,Asda,Asda,Asda Supermarket,Asda Stepney Green Supermarket,Anchor Retail Park,123 Mile End Road,Stepney,E1 4UJ,-0.050142904,51.52207541,535374.27,182152.75,Rooftop geocoded by Geolytix,20160222,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",31355753.65,239
London,1010013794,Asda,Asda,Asda Supermarket,Asda Stonecot Supermarket,Stonecot Hill,,Lower Morden,SM3 9HB,-0.211285833,51.38542539,524566.4084,166671.1921,Rooftop geocoded by Geolytix,20160224,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",31355753.65,239
London,1010014090,Asda,Asda,Asda Supermarket,Asda Lewisham Supermarket,Unit 1 and 2 Thurston Point,Thurston Road,Lewisham,SE13 7SD,-0.016817439,51.46523905,537857.3621,175894.5909,Rooftop geocoded by Geolytix,20161017,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",31355753.65,239
London,1010000617,Asda,Asda,Asda Superstore,Asda Wallington Superstore,Marlow Way,Croydon,Beddington,CR0 4XS,-0.130176509,51.37685924,530234.36,165859.44,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000627,Asda,Asda,Asda Superstore,Asda Belvedere Superstore,Station Road,Belvedere,Belvedere,DA17 6DF,0.154406432,51.4915343,549664.09,179154.59,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000628,Asda,Asda,Asda Superstore,Asda Bexleyheath Superstore,The Broadway,Bexleyheath,Bexleyheath,DA6 7BN,0.142577017,51.45753593,548953.57,175349.91,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000647,Asda,Asda,Asda Superstore,Asda Leyton Mills Superstore,Marshall Road,,Leyton,E10 5NH,-0.009061154,51.55638664,538120.35,186044.98,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000648,Asda,Asda,Asda Superstore,Asda Isle Of Dogs Superstore,151 East Ferry Road,Isle Of Dogs,Cubitt Town,E14 3BT,-0.013096872,51.49394694,538029.15,179093.95,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000649,Asda,Asda,Asda Superstore,Asda Beckton Superstore,Tollgate Road,Beckton,Beckton,E6 4JP,0.057779694,51.51509602,542882.87,181581.67,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000675,Asda,Asda,Asda Superstore,Asda Wembley Superstore,Forty Lane,Wembley,Wembley Park,HA9 9EX,-0.275787002,51.56474431,519608.78,186504.81,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000734,Asda,Asda,Asda Superstore,Asda Edmonton Green Superstore,1 West Mall,Edmonton,Upper Edmonton,N9 0AL,-0.059573488,51.62249022,534423.72,193301.84,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000761,Asda,Asda,Asda Superstore,Asda Park Royal Superstore,2-20 Western Road,Park Royal,North Acton,NW10 7LW,-0.270274739,51.52863494,520085.78,182498.25,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000762,Asda,Asda,Asda Superstore,Asda Colindale Superstore,Capitol Way Off Edgeware Road,Colindale,Colindale,NW9 0AS,-0.261078168,51.5940929,520550.62,189792.7,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000785,Asda,Asda,Asda Superstore,Asda Romford Superstore,Dolphin Approach,Mercury Gardens,Romford,RM1 3EE,0.185560239,51.57947253,551534.51,188997.35,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000787,Asda,Asda,Asda Superstore,Asda Chadwell Heath Superstore,Whalebone Lane,Chadwell Heath,Becontree,RM8 1BB,0.14316145,51.56597237,548641.01,187409.16,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",31355753.65,239
London,1010000788,Asda,Asda,Asda Superstore,Asda Dagenham Superstore,Merrielands Crescent,Dagenham,Dagenham,RM9 6SJ,0.142390653,51.53005973,548704.57,183414.11,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000796,Asda,Asda,Asda Superstore,Asda Old Kent Road Superstore,464-504 Old Kent Road,,Peckham,SE1 5AG,-0.070006199,51.48468806,534105.94,177958.65,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000797,Asda,Asda,Asda Superstore,Asda Charlton Superstore,Bugsby Way,Charlton,Charlton,SE7 7ST,0.022178686,51.48874629,540493.76,178582.69,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000803,Asda,Asda,Asda Superstore,Asda Sutton Superstore,St Nicolas Way,Sutton,Sutton,SM1 1LD,-0.195271455,51.36705398,525730.99,164655.56,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000817,Asda,Asda,Asda Superstore,Asda Clapham Junction Superstore,204 Lavender Hill,Battersea,Clapham Junction,SW11 1JG,-0.164897267,51.46551886,527571.11,175657.56,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000818,Asda,Asda,Asda Superstore,Asda Roehampton Superstore,31 Roehampton Vale,,Putney Vale,SW15 3DT,-0.245882997,51.43964929,522014.77,172642.91,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000833,Asda,Asda,Asda Superstore,Asda Feltham Superstore,Tiiley Road,Feltham,Feltham,TW13 4BH,-0.412162514,51.44680567,510441.12,173175.17,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010000834,Asda,Asda,Asda Superstore,Asda Hounslow Superstore,High Street,Off Kingsley Road and Cecil Road,Hounslow,TW3 1JT,-0.361397206,51.47111709,513908.29,175956.42,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010013795,Asda,Asda,Asda Superstore,Asda Hayes Superstore,Millington Road,,South Hayes,UB3 4AZ,-0.425596855,51.50068801,509378.75,179147.1,Rooftop geocoded by Geolytix,20150799,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010014096,Asda,Asda,Asda Superstore,Asda Barking Superstore,Genoa Building,2 Short Blue Place,Barking,IG11 8FJ,0.077209996,51.53725377,544161.0213,184083.7161,Rooftop geocoded by Geolytix,20150999,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010014411,Asda,Asda,Asda Superstore,Asda South Ruislip Superstore,6 Old Dairy Lane,,South Ruislip,HA4 0EF,-0.399840733,51.55854134,511025.7348,185619.5804,Rooftop geocoded by Geolytix,20170523,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",31355753.65,239
London,1010002219,Morrisons,Morrisons,Morrisons,Morrisons Waddon London,Unit 1 500 Fiveways,,Waddon,CR0 4NZ,-0.120269164,51.36481852,530958.17,164538.13,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",26977596.74,182
London,1010002221,Morrisons,Morrisons,Morrisons,Morrisons Mitcham London,St. Marks Road,St Marks Place,Mitcham,CR4 2LF,-0.162797031,51.40670537,527881,169121,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",26977596.74,182
London,1010002239,Morrisons,Morrisons,Morrisons,Morrisons Sidcup London,1 Jenner Close,Sidcup,Sidcup,DA14 6BF,0.102964889,51.42492217,546305.89,171643.53,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",26977596.74,182
London,1010002240,Morrisons,Morrisons,Morrisons,Morrisons Welling London,71-79 Welling High Street,,Welling,DA16 1TZ,0.110153468,51.46257637,546685,175845,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",26977596.74,182
London,1010002241,Morrisons,Morrisons,Morrisons,Morrisons Erith London,James Watt Way,Erith,Erith,DA8 2AH,0.184616893,51.48014249,551799,177950,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",26977596.74,182
London,1010002271,Morrisons,Morrisons,Morrisons,Morrisons Stratford London,The Grove,Stratford,Stratford,E15 1EN,0.00506426,51.54310695,539140,184595,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",26977596.74,182
London,1010002272,Morrisons,Morrisons,Morrisons,Morrisons South Chingford London,6-7 Salisbury Hall Gardens,Chingford Road,South Chingford,E4 8SA,-0.021861029,51.60759111,537079,191715,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",26977596.74,182
London,1010002283,Morrisons,Morrisons,Morrisons,Morrisons Southbury London,327 Southbury Road,,Southbury,EN1 1TW,-0.059323089,51.64802226,534365.63,196141.58,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",26977596.74,182
London,1010002317,Morrisons,Morrisons,Morrisons,Morrisons Harrow London,Trident Point,19 Pinner Road,Harrow,HA1 4HX,-0.344735038,51.58051293,514790.33,188147.99,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",26977596.74,182
London,1010002318,Morrisons,Morrisons,Morrisons,Morrisons Hatch End London,299 Uxbridge Road,Hatch End,Hatch End,HA5 4QT,-0.364910255,51.60804241,513324,191178.04,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",26977596.74,182
London,1010002412,Morrisons,Morrisons,Morrisons,Morrisons Palmers Green London,19 Aldermans Hill,,Palmers Green,N13 4YD,-0.110494627,51.61761215,530913,192667,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",26977596.74,182
London,1010002413,Morrisons,Morrisons,Morrisons,Morrisons Stoke Newington London,47-49 Stamford Hill,,Stoke Newington,N16 5SR,-0.073764254,51.56667529,533605,187069,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",26977596.74,182
London,1010002414,Morrisons,Morrisons,Morrisons,Morrisons High Road Wood Green London,High Road,Wood Green,Wood Green,N22 6BH,-0.111017974,51.59630856,530938,190297,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",26977596.74,182
London,1010002415,Morrisons,Morrisons,Morrisons,Morrisons Holloway London,10 Hertslet Road,Holloway,Holloway,N7 6PL,-0.116847702,51.5572851,530646,185947,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",26977596.74,182
London,1010002459,Morrisons,Morrisons,Morrisons,Morrisons Primrose Hill London,Chalk Farm Road,Camden,Primrose Hill,NW1 8AA,-0.149619339,51.54127425,528419.33,184108.54,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",26977596.74,182
London,1010002460,Morrisons,Morrisons,Morrisons,Morrisons Queensbury London,Honeypot Lane,Queensbury,Queensbury,NW9 9RL,-0.284614806,51.5919331,518926,189514,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",26977596.74,182
London,1010002511,Morrisons,Morrisons,Morrisons,Morrisons Becontree Heath London,Beacontree Heath,Wood Lane,Becontree Heath,RM10 7RA,0.148410138,51.55947207,549026,186697,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",26977596.74,182
London,1010002531,Morrisons,Morrisons,Morrisons,Morrisons Peckham London,Aylesham Centre,Rye Lane,Peckham,SE15 5EW,-0.068253932,51.47296293,534262,176658,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",26977596.74,182
London,1010002532,Morrisons,Morrisons,Morrisons,Morrisons Walworth London,264 Walworth Road,Southwark,Walworth,SE17 1JE,-0.095927643,51.487534,532298,178228,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",26977596.74,182
London,1010002533,Morrisons,Morrisons,Morrisons,Morrisons Thamesmead London,2 Twin Tumps Way,Thamesmead,Thamesmead,SE28 8RD,0.105800796,51.50779873,546238,180865,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",26977596.74,182
London,1010002534,Morrisons,Morrisons,Morrisons,Morrisons Camberwell London,Butterfly Walk,Camberwell,Camberwell,SE5 8RW,-0.091999646,51.4729381,532613,176612,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",26977596.74,182
London,1010002546,Morrisons,Morrisons,Morrisons,Morrisons Sutton London,31 High Street,Sutton,Sutton,SM1 1DD,-0.19339209,51.36077907,525879,163961,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",26977596.74,182
London,1010002566,Morrisons,Morrisons,Morrisons,Morrisons Wimbledon London,51 The Broadway,Wimbledon,Wimbledon,SW19 1QB,-0.204495047,51.4195366,524946,170476,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",26977596.74,182
London,1010002598,Morrisons,Morrisons,Morrisons,Morrisons Brentford London,228-246 High Street,,Brentford,TW8 0JG,-0.305712193,51.48383747,517743,177459,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",26977596.74,182
London,1010002599,Morrisons,Morrisons,Morrisons,Morrisons Yiewsley London,43-67 High Street,Yiewsley,Yiewsley,UB7 7QQ,-0.473077163,51.51199752,506057,180335,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",26977596.74,182
London,1010002601,Morrisons,Morrisons,Morrisons,Morrisons Acton London,King Street,Acton,Acton,W3 9LA,-0.272637915,51.50839011,519975,180243.04,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",26977596.74,182
London,1010010552,Morrisons,Morrisons,Morrisons,Morrisons Ealing London,Unit 3 The Arcadia Centre,The Broadway,Ealing,W5 2ND,-0.303990128,51.51395898,517784.96,180811.45,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",26977596.74,182
London,1010013860,Morrisons,Morrisons,Morrisons,Morrisons Colindale London,399 Edgware Road,,Colindale,NW9 0AS,-0.259957669,51.59298382,520631.1664,189671.2095,Rooftop geocoded by Geolytix,20160308,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",26977596.74,182
London,1010002820,Sainsburys,Sainsburys,Sainsburys,Sainsburys Bromley,Walters Yard,,Bromley,BR1 1TP,0.014435196,51.40661309,540207.38,169434.63,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010002821,Sainsburys,Sainsburys,Sainsburys,Sainsburys Beckenham,181 High Street,,Beckenham,BR3 1AH,-0.030691398,51.40592666,537071,169273,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010002822,Sainsburys,Sainsburys,Sainsburys,Sainsburys Wickham High St,143-165 High Street,,West Wickham,BR4 0LU,-0.021745228,51.37704034,537779.88,166077.6,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010002823,Sainsburys,Sainsburys,Sainsburys,Sainsburys West Wickham,76 Station Road,,West Wickham,BR4 0PU,-0.015023044,51.37680514,538248.4,166064.09,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010002826,Sainsburys,Sainsburys,Sainsburys,Sainsburys Chislehurst,73 High Street,,Chislehurst,BR7 5AG,0.066496635,51.41875853,543790,170886,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010002876,Sainsburys,Sainsburys,Sainsburys,Sainsburys Central Croydon,19 Whitgift Centre,,Croydon,CR0 1UP,-0.100433592,51.37659569,532305.03,165883.34,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010002877,Sainsburys,Sainsburys,Sainsburys,Sainsburys Purley Way,Trafalgar Way,,Waddon,CR0 4XT,-0.117781701,51.3757935,531100,165763,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010002878,Sainsburys,Sainsburys,Sainsburys,Sainsburys Selsdon,130 Addington Road,,Selsdon/South Croydon,CR2 8LA,-0.062829918,51.34235377,535022.58,162144.11,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010002899,Sainsburys,Sainsburys,Sainsburys,Sainsburys Crayford,Stadium Way,,Crayford,DA1 4HW,0.178949245,51.44915928,551508,174493,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010002900,Sainsburys,Sainsburys,Sainsburys,Sainsburys Bexleyheath,70 Broadway,,Bexleyheath,DA6 7DF,0.148831695,51.45622196,549392.36,175216.53,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010002925,Sainsburys,Sainsburys,Sainsburys,Sainsburys Stratford,38-40 The Mall,The Stratford Centre,Stratford,E15 1XE,-0.001072733,51.54176846,538718.53,184434.51,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010002926,Sainsburys,Sainsburys,Sainsburys,Sainsburys Whitechapel,1 Cambridge Heath Road,,Whitechapel,E1 5SD,-0.05863264,51.52116635,534788,182036,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010002927,Sainsburys,Sainsburys,Sainsburys,Sainsburys Walthamstow,112 High Street,,Walthamstow,E17 7JY,-0.02719023,51.58260064,536785,188926,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010002928,Sainsburys,Sainsburys,Sainsburys,Sainsburys South Woodford,176 George Lane,,South Woodford,E18 1AY,0.024038483,51.59350619,540300.53,190235.74,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010002929,Sainsburys,Sainsburys,Sainsburys,Sainsburys Chingford,13 Hall Lane,,Chingford Mount,E4 8HH,-0.019322393,51.61655259,537227.77,192716.31,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010002930,Sainsburys,Sainsburys,Sainsburys,Sainsburys Low Hall,11 Walthamstow Avenue,,South Chingford,E4 8ST,-0.020893596,51.60418624,537156.24,191338.18,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
