town,id,firm,retailer,fascia,store_name,add_one,add_two,locality,postcode,long_wgs,lat_wgs,bng_e,bng_n,pqi,open_date,close_date,size_band,size_sqft,size_sqm,rev,emp
London,1010013990,Marks and Spencer,Marks and Spencer,Marks and Spencer Foodhall,M&S Queens Park Foodhall,31 Salusbury Road,,Queens Park,NW6 6BF,-0.203805081,51.5337021,524682.54,183172.83,Rooftop geocoded by Geolytix,20160608,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010014161,Marks and Spencer,Marks and Spencer,Marks and Spencer Foodhall,M&S Woolwich Foodhall,4 Victory Parade,,Woolwich,SE18 6FL,0.07091233,51.4916489,543867.8135,179000.0466,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010014231,Marks and Spencer,Marks and Spencer,Marks and Spencer Foodhall,M&S Dulwich Foodhall,84-90 Lordship Lane,,East Dulwich,SE22 8HF,-0.075552832,51.45783927,533799.3094,174962.8721,Rooftop geocoded by Geolytix,20160899,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010014232,Marks and Spencer,Marks and Spencer,Marks and Spencer Foodhall,M&S Barnes Foodhall,28-29 High Street,,Barnes,SW13 9LW,-0.250230754,51.47349139,521622.699,176399.0693,Rooftop geocoded by Geolytix,20161199,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010014860,Marks and Spencer,Marks and Spencer,Marks and Spencer Foodhall,M&S Bishopsgate Foodhall,15 Bishopgate,,Moorgate,EC2N 3NW,-0.083495478,51.51483768,533081.6028,181286.7646,Rooftop geocoded by Geolytix,20179999,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010014919,Marks and Spencer,Marks and Spencer,Marks and Spencer Foodhall,M&S Greenford Foodhall,Unit 10 Westway Cross Shopping Park,,Greenford,UB6 0UW,-0.338984604,51.54202523,515285.9541,183876.9151,Rooftop geocoded by Geolytix,20170830,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010015036,Marks and Spencer,Marks and Spencer,Marks and Spencer Foodhall,M&S Streatham High Road Foodhall,352 Streatham High Road,,Streatham,SW16 6HP,-0.131324727,51.42568456,530016.0295,171286.8591,Rooftop geocoded by Geolytix,20171025,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010015234,Marks and Spencer,Marks and Spencer,Marks and Spencer Foodhall,M&S Dalston Foodhall,51-57 Kingsland High Street,,Kingsland,E8 2JS,-0.075684217,51.54795982,533526.6977,184984.2704,Rooftop geocoded by Geolytix,20189999,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010015237,Marks and Spencer,Marks and Spencer,Marks and Spencer Foodhall,M&S Streatham Hill Foodhall,142 Streatham Hill,,Streatham Hill,SW2 4RS,-0.126629194,51.43930818,530303.7224,172810.171,Rooftop geocoded by Geolytix,20189999,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002114,Marks and Spencer,Marks and Spencer,Marks and Spencer Hospital,M&S Royal Free Hospital,Pond Street,,Belsize Park,NW3 2QG,-0.165299286,51.5531882,527298.79,185406.04,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010010708,Marks and Spencer,Marks and Spencer,Marks and Spencer Hospital,M&S Northwick Park Hospital,Watford Road,,Northwick Park,HA1 3UJ,-0.321887505,51.57540677,516386.37,187616.23,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010013490,Marks and Spencer,Marks and Spencer,Marks and Spencer Hospital,M&S Croydon University Hospital,530 London Road,,Thornton Heath,CR7 7YE,-0.109689381,51.3889478,531625.47,167240.26,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010014410,Marks and Spencer,Marks and Spencer,Marks and Spencer Hospital,M&S Kings College Hospital,Denmark Hill,,Denmark Hill,SE5 9RS,-0.09350544,51.46788845,532523.0468,176047.7443,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010015249,Marks and Spencer,Marks and Spencer,Marks and Spencer Hospital,M&S St Helier Hospital,St Helier Hospital,Wrythe Lane,St Helier,SM5 1AA,-0.183383591,51.38015319,526522.4038,166132.6492,Rooftop geocoded by Geolytix,20189999,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010013834,Marks and Spencer,Marks and Spencer,Marks and Spencer MSA,M&S Heston M4 West Moto SF,M4 Junction 2 and 3,,Cranford,TW5 9NB,-0.39461339,51.48769783,511560.92,177749.21,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010001875,Marks and Spencer,Marks and Spencer,Marks and Spencer Outlet,M&S Wembley Outlet,Unit 2- 35 London Designer Outlet Centre,,Wembley Park,HA9 0TG,-0.28495338,51.55708027,518993.45,185637.58,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010001906,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Beckenham SF,44-46 High Street,,Beckenham,BR3 1AY,-0.025575979,51.40931791,537416.61,169659.68,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010001907,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S West Wickham SF,92-100 High Street,,West Wickham,BR4 0NF,-0.019046898,51.37680499,537968.37,166056.5,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010001941,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Canary Wharf SF,Jubilee Place,45 Bank Street,Canary Wharf,E14 5NY,-0.017975872,51.50240393,537665.01,180025.2,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010001942,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S South Woodford SF,George Lane,,South Woodford,E18 1AY,0.024167749,51.59415673,540307.48,190308.33,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010001944,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Paternoster Square SF,Retail Unit 1 Juxon House,Avemaria Lane,St Pauls,EC4M 7DX,-0.100462317,51.51406252,531906.62,181169.87,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010001945,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S New Change SF,3A One New Change,,St Pauls,EC4M 9AF,-0.095424354,51.51404116,532256.24,181176.58,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010001949,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Enfield A10 SF,Unit 5 Enfield Retail Park,Enfield,Southbury,EN1 3RR,-0.057023412,51.65445625,534505.69,196861.3,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010001970,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Ruislip SF,81-83 Ruislip High Street,,Ruislip,HA4 8JB,-0.423955592,51.57424307,509316.47,187329.45,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010001971,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Pinner SF,4 Bishops Walk,,Pinner,HA5 5QQ,-0.381494544,51.59456859,512208.81,189654.08,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010001989,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Tolworth SF,67-73 The Broadway,Tolworth Towers,Tolworth,KT5 9EN,-0.280757582,51.38017107,519746.16,165971.25,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",5693922.705,64
London,1010001990,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Surbiton SF,78 Victoria Road,,Surbiton,KT6 4NS,-0.305427563,51.39253554,517997.6,167306.26,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002008,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Muswell Hill SF,126-138 The Broadway,Muswell Hill,Muswell Hill,N10 3RU,-0.143352746,51.5903196,528715.41,189573.62,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002009,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Southgate SF,Winchmore Hill Road,Southgate,Southgate,N14 6AQ,-0.125285305,51.63358702,529843.5,194417.12,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002010,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Whetstone SF,1430 High Road,Whetstone,Oakleigh Park,N20 9DR,-0.175608034,51.6347882,526357.66,194462.54,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002011,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Crouch End SF,The Exchange,71 Crouch End Hill,Crouch End,N8 8DB,-0.124749351,51.57732364,530041.12,188161.3,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002020,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Temple Fortune SF,820-832 Finchley Road,Golders Green,Temple Fortune,NW11 6XL,-0.19920208,51.58340362,524865.7,188707.75,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002021,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Camden Town SF,143 Camden High Street,,Camden Town,NW1 7JX,-0.142324543,51.53794524,528934.58,183751.16,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002022,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Hampstead SF,10 Pond Street,Hampstead,Belsize Park,NW3 2PS,-0.165011581,51.55384608,527316.9,185479.7,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002023,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Swiss Cottage SF,151 Finchley Road,Swiss Cottage,Swiss Cottage,NW3 6JH,-0.175812679,51.54411539,526595.1,184378.87,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002024,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Kilburn SF,66 High Road,,Kilburn,NW6 4HJ,-0.193159338,51.5381751,525408.6,183688.43,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002025,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Mill Hill SF,3-7 The Broadway,Mill Hill,Mill Hill,NW7 3LN,-0.249255337,51.61421671,521315.92,192050.15,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002038,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Upminster SF,51-53 Station Road,,Upminster,RM14 2SU,0.249790717,51.55834268,556056.84,186782.74,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002042,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Greenwich SF,Su 1 And 2 Cutty Sark Station,,Greenwich,SE10 9EJ,-0.01046327,51.48195918,538248.19,177765.86,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002043,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Bankside SF,Unit 21 90 Southwark Street,Bankside,Southwark,SE1 0HX,-0.09801006,51.50555376,532101.36,180228.09,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002044,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S The More SF,Unit C The More,London Bridge,London Bridge,SE1 2DA,-0.08292878,51.50513357,533149.19,180208.67,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002045,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Blackheath SF,17 Stratheden Parade,,Westcombe Park,SE3 7SX,0.019434209,51.4768381,540339.76,177253.23,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002056,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Chelsea SF,289-291 Fulham Road,Chelsea,Chelsea,SW10 9PZ,-0.178577741,51.48722501,526560.83,178047.64,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002057,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Clapham South SF,2a Balham Hill Road,Clapham,Clapham,SW12 9EA,-0.148195423,51.4520735,528769.01,174191.6,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002058,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Wimbledon SF,Centre Court Shopping Centre,4 Queens Road,Wimbledon,SW19 8YE,-0.205352149,51.42108107,524882.2,170646.29,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002059,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Brompton Rd SF,179-181 Brompton Road,,Brompton,SW3 1NF,-0.165762009,51.49821382,527419.96,179291.85,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002060,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Earls Court SF,226-268 Earls Court Road,,Earls Court,SW5 9AS,-0.19228911,51.49143461,525597.34,178492.17,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002061,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Fulham Island SF,25 Jerdan Place,Fulham Island,Fulham Broadway,SW6 1BE,-0.197662366,51.48064712,525253.86,177283.36,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002066,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Teddington SF,99-107 High Street,,Teddington,TW11 8HG,-0.329136668,51.42755483,516259.35,171162.7,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002067,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Twickenham SF,2-4 Heath Street,,Twickenham,TW1 4BZ,-0.330377152,51.44575174,516127,173184.32,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002069,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Notting Hill Gate SF,146-154 Notting Hill Gate,,Notting Hill,W11 3QG,-0.199811149,51.50884282,525027.55,180415.17,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002070,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Green Park SF,78 Piccadilly,Devonshire House,Mayfair,W1J 8AQ,-0.142843697,51.50713322,528985.54,180323.83,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002071,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Tottenham Court Rd SF,55 Tottenham Court Road,,Fitzrovia,W1T 2EQ,-0.133770843,51.51950975,529580.06,181716.16,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002072,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Bayswater SF,Whiteleys Of Bayswater,Queensway,Bayswater,W2 4YT,-0.18870107,51.51462306,525782.61,181076.98,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002073,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Chiswick SF,236 High Road,,Turnham Green,W4 1PJ,-0.257968413,51.49279535,521034.26,178532.95,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002074,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Chancery Lane SF,Heron House 323-324 High Holborn,,Holborn,WC1V 7PD,-0.112328452,51.5180574,531071.83,181592.81,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002121,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S St Thomas Hosp SF,Westminster Bridge Road,,Lambeth,SE1 7EH,-0.118046849,51.49889114,530729.9,179451.24,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002126,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S St Georges Hosp SF,St Georges Hospital,Blackshaw Road,Tooting,SW17 0QT,-0.175612591,51.42574751,526936.98,171216.27,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010013449,Marks and Spencer,Marks and Spencer,Marks and Spencer Simply Food,M&S Southfields Simply Food,Wimbledon Park Road,,Southfields,SW18 5RJ,-0.20558648,51.44530239,524799.94,173339.38,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010001943,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Liverpool St Arcade SF,Liverpool St Unit 19-23 The Arcade,,Moorgate,EC2M 7QH,-0.082595624,51.51725309,533137,181557,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002093,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Liverpool St Rail SF,Unit 22-23 The Walkway Level,Liverpool Street Mainline,Moorgate,EC2M 7PY,-0.081211517,51.51922815,533227.27,181779.15,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002094,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Cannon St Rail SF,Cannon Street Station,,Bank,EC4N 6AP,-0.090255799,51.51137715,532622.59,180889.68,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002108,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Kings Cross Rail SF,Kings Cross Station,,King's Cross,N1 9AP,-0.124230599,51.53161229,530207.43,183078.93,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002109,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S St Pancras Main Rail SF,Unit 23 The Circle,St Pancras Station,King's Cross,N1C 4QL,-0.12594515,51.53100896,530090.23,183008.79,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002110,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Euston North Rail SF,Platform 9-13 Euston Station,,Euston,NW1 2HS,-0.133992895,51.52855974,529538.99,182722.16,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002111,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Euston Rail SF,Euston Station,Euston Road,Euston,NW1 2HS,-0.133281427,51.5284433,529588.67,182710.47,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002112,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Baker Street Station SF,Unit 7 Baker Street,Marylebone,Marylebone,NW1 5LD,-0.156795727,51.522674,527973.8,182027.55,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002113,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Marylebone Rail SF,Select Partner Melcombe Place,,Marylebone,NW1 6JR,-0.162805416,51.52270057,527556.82,182020.02,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002122,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Waterloo SF,Unit 16 Station Concourse,,Waterloo,SE1 8SW,-0.112820486,51.50253645,531082.2,179865.95,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002123,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Waterloo Rail SF,Waterloo Road,,Waterloo,SE1 8SW,-0.112032305,51.50305999,531135.4,179925.58,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002124,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S London Bridge Rail SF,London Bridge Station,,London Bridge,SE1 9SP,-0.085502936,51.50441782,532972.63,180124.4,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002125,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Clapham Junction Rail SF,Clapham Junction BR Station,,Clapham Junction,SW11 1RU,-0.169455166,51.46381426,527259.26,175460.08,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002127,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Victoria East Rail SF,Victoria Mainline Station,,Victoria,SW1V 1JU,-0.143858616,51.49499797,528949.33,178972.56,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002128,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Victoria Rail SF,Unit 1 Victoria Station Front,Victoria Mainline Station,Victoria,SW1V 1JY,-0.144521358,51.49568137,528901.4,179047.39,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002131,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Richmond Rail SF,Richmond Station,Kew Road,Richmond,TW9 2NA,-0.30192853,51.46301267,518059.41,175149.26,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002132,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Bond St Rail SF,Bond Street Underground,Westone Shopping Centre,Mayfair,W1C 2JF,-0.149586292,51.51394856,528498.47,181069.87,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010002133,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Paddington Rail SF,Select Service Partner Paddington Station,,Paddington,W2 1HA,-0.176614526,51.51626216,526616.69,181280.08,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",5693922.705,64
London,1010002134,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S Charing Cros Rail SF,Main Station Entrance Charing X Station,,Charing Cross,WC2N 5HS,-0.124640545,51.50797555,530246.36,180449.71,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
London,1010010744,Marks and Spencer,Marks and Spencer,Marks and Spencer Travel SF,M&S St Pancras Rail Arcade SF,St Pancras Station,Unit 46 The Arcade,Euston,N1C 4QL,-0.125680667,51.53041726,530110.26,182943.46,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,5693922.705,64
